"Symbol","Description","Universe","Return on Invested Capital (TTM)","Price/Earnings (TTM)","Sector","Industry","Same Sub-Industry As","Market Capitalization"
"TTGT","TechTarget Inc","Domestic","3.17%","98.12","Communication Services","Media","Advertising","$1B (Micro)"
"TRC","Tejon Ranch Co","Domestic","3.29%","29.32","Real Estate","Real Estate Management & Development","Diversified Real Estate Activities","$504M (Micro)"
"TDS","Telephone and Data Systems Inc","Domestic","1.16%","23.66","Communication Services","Wireless Telecommunication Services","Wireless Telecommunication Services","$1B (Micro)"
"TNC","Tennant Co","Domestic","6.51%","23.23","Industrials","Machinery","Industrial Machinery","$1B (Micro)"
"TESS","TESSCO Technologies Inc","Domestic","0.61%","54.01","Information Technology","Communications Equipment","Communications Equipment","$45M (Micro)"
"TTI","Tetra Technologies Inc","Domestic","2.80%","56.06","Energy","Energy Equipment & Services","Oil & Gas Equipment & Services","$490M (Micro)"
"TGH","Textainer Group Holdings Ltd","Domestic","4.60%","4.90","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$1B (Micro)"
"THR","Thermon Group Holdings Inc","Domestic","6.91%","18.37","Industrials","Electrical Equipment","Electrical Components & Equipment","$685M (Micro)"
"THRN","Thorne Healthtech Inc","Domestic","2.86%","38.67","Consumer Staples","Personal Products","Personal Products","$248M (Micro)"
"THRY","Thryv Holdings Inc","Domestic","10.72%","6.36","Communication Services","Media","Advertising","$656M (Micro)"
"TTSH","Tile Shop Holdings Inc","Domestic","6.06%","13.04","Consumer Discretionary","Specialty Retail","Home Improvement Retail","$182M (Micro)"
"TLYS","Tillys Inc","Domestic","10.16%","7.84","Consumer Discretionary","Specialty Retail","Apparel Retail","$283M (Micro)"
"TMST","TimkenSteel Corp","Domestic","17.23%","6.61","Materials","Metals & Mining","Steel","$850M (Micro)"
"TMNA","Tingo Inc","Domestic","13.20%","6.42","Information Technology","IT Services","Internet Services & Infrastructure","$1B (Micro)"
"TWI","Titan International Inc","Domestic","22.58%","6.02","Industrials","Machinery","Agricultural & Farm Machinery","$966M (Micro)"
"TITN","Titan Machinery Inc","Domestic","15.13%","9.05","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$784M (Micro)"
"TR","Tootsie Roll Industries Inc","Domestic","7.65%","42.98","Consumer Staples","Food Products","Packaged Foods & Meats","$2B (Micro)"
"TSQ","Townsquare Media Inc","Domestic","1.88%","13.91","Communication Services","Media","Broadcasting","$132M (Micro)"
"TRNS","Transcat Inc","Domestic","6.77%","61.26","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$614M (Micro)"
"TA","Travelcenters of America Inc","Domestic","4.30%","5.55","Consumer Discretionary","Specialty Retail","Automotive Retail","$723M (Micro)"
"TZOO","Travelzoo","Domestic","7.54%","101.12","Communication Services","Interactive Media & Services","Interactive Media & Services","$76M (Micro)"
"TG","Tredegar Corp","Domestic","13.83%","6.62","Materials","Chemicals","Commodity Chemicals","$358M (Micro)"
"TCOR","TreeCon Resources Inc","Domestic","6.63%","7.22","Consumer Discretionary","Distributors","Distributors","$13M (Micro)"
"TPH","Tri Pointe Homes Inc (Delaware)","Domestic","13.62%","3.58","Consumer Discretionary","Household Durables","Homebuilding","$2B (Micro)"
"TRS","TriMas Corp","Domestic","5.32%","19.33","Materials","Containers & Packaging","Metal & Glass Containers","$1B (Micro)"
"TSE","Trinseo PLC","Domestic","3.66%","7.08","Materials","Chemicals","Commodity Chemicals","$866M (Micro)"
"TRT","Trio-Tech International","Domestic","7.69%","9.00","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Equipment","$21M (Micro)"
"TGI","Triumph Group Inc","Domestic","7.54%","8.23","Industrials","Aerospace & Defense","Aerospace & Defense","$759M (Micro)"
"TBI","TrueBlue Inc","Domestic","9.85%","9.67","Industrials","Professional Services","Human Resource & Employment Services","$703M (Micro)"
"TSRI","TSR Inc","Domestic","7.49%","17.57","Information Technology","IT Services","IT Consulting & Other Services","$18M (Micro)"
"TSSI","TSS Inc","Domestic","14.87%","17.70","Industrials","Commercial Services & Supplies","Diversified Support Services","$13M (Micro)"
"TTMI","TTM Technologies Inc","Domestic","3.85%","16.62","Information Technology","Electronic Equipment, Instruments & Components","Electronic Manufacturing Services","$2B (Micro)"
"TUP","Tupperware Brands Corp","Domestic","5.22%","11.77","Consumer Discretionary","Household Durables","Housewares & Specialties","$191M (Micro)"
"TPB","Turning Point Brands Inc","Domestic","6.86%","10.89","Consumer Staples","Tobacco","Tobacco","$377M (Micro)"
"TWIN","Twin Disc Inc","Domestic","2.35%","32.05","Industrials","Machinery","Construction Machinery & Heavy Trucks","$135M (Micro)"
"TXHG","TX Holdings Inc","Domestic","8.79%","16.82","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$711K (Micro)"
"UFPT","UFP Technologies Inc","Domestic","13.72%","24.59","Health Care","Health Care Equipment & Supplies","Health Care Supplies","$892M (Micro)"
"UCTT","Ultra Clean Holdings Inc","Domestic","4.76%","27.11","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Equipment","$2B (Micro)"
"UAA","Under Armour Inc","Domestic","4.30%","30.94","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods","$2B (Micro)"
"UNTC","Unit Corp","Domestic","49.93%","3.82","Energy","Oil, Gas & Consumable Fuels","Integrated Oil & Gas","$555M (Micro)"
"UCPA","United Communications Partners Inc","Domestic","34.30%","51.11","Communication Services","Media","Advertising","$7M (Micro)"
"UAMY","United States Antimony Corp","Domestic","3.67%","29.46","Materials","Metals & Mining","Diversified Metals & Mining","$35M (Micro)"
"USM","United States Cellular Corp","Domestic","0.94%","22.31","Communication Services","Wireless Telecommunication Services","Wireless Telecommunication Services","$2B (Micro)"
"USLM","United States Lime & Minerals Inc","Domestic","13.20%","18.40","Materials","Construction Materials","Construction Materials","$777M (Micro)"
"UG","United-Guardian Inc","Domestic","27.42%","18.21","Consumer Staples","Personal Products","Personal Products","$55M (Micro)"
"UVV","Universal Corp","Domestic","5.04%","15.93","Consumer Staples","Tobacco","Tobacco","$1B (Micro)"
"UEIC","Universal Electronics Inc","Domestic","0.33%","242.63","Consumer Discretionary","Household Durables","Consumer Electronics","$278M (Micro)"
"UHT","Universal Health Realty Income Trust","Domestic","19.81%","6.69","Real Estate","Equity Real Estate Investment Trusts (REITs)","Health Care REITs","$718M (Micro)"
"ULH","Universal Logistics Holdings Inc","Domestic","17.52%","6.57","Industrials","Road & Rail","Trucking","$984M (Micro)"
"UTI","Universal Technical Institute Inc","Domestic","9.06%","10.65","Consumer Discretionary","Diversified Consumer Services","Education Services","$240M (Micro)"
"UEC","Uranium Energy Corp","Domestic","2.09%","288.50","Energy","Oil, Gas & Consumable Fuels","Coal & Consumable Fuels","$1B (Micro)"
"UE","Urban Edge Properties","Domestic","2.79%","24.30","Real Estate","Equity Real Estate Investment Trusts (REITs)","Retail REITs","$2B (Micro)"
"UONEK","Urban One Inc","Domestic","3.97%","6.03","Communication Services","Media","Broadcasting","$157M (Micro)"
"UBA","Urstadt Biddle Properties Inc","Domestic","4.69%","29.82","Real Estate","Equity Real Estate Investment Trusts (REITs)","Retail REITs","$569M (Micro)"
"USPH","US Physical Therapy Inc","Domestic","11.15%","28.68","Health Care","Health Care Providers & Services","Health Care Facilities","$1B (Micro)"
"SLCA","US Silica Holdings Inc","Domestic","1.36%","39.71","Energy","Energy Equipment & Services","Oil & Gas Equipment & Services","$1B (Micro)"
"USNA","USANA Health Sciences Inc","Domestic","18.06%","13.60","Consumer Staples","Personal Products","Personal Products","$1B (Micro)"
"UTMD","Utah Medical Products Inc","Domestic","14.15%","21.13","Health Care","Health Care Equipment & Supplies","Health Care Supplies","$337M (Micro)"
"VVX","V2X Inc","Domestic","0.25%","34.17","Industrials","Aerospace & Defense","Aerospace & Defense","$1B (Micro)"
"EGY","VAALCO Energy Inc","Domestic","34.75%","4.63","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$581M (Micro)"
"VHI","Valhi Inc","Domestic","11.05%","4.54","Materials","Chemicals","Specialty Chemicals","$684M (Micro)"
"VNDA","Vanda Pharmaceuticals Inc","Domestic","1.25%","96.10","Health Care","Biotechnology","Biotechnology","$608M (Micro)"
"VNJA","Vanjia Corp","Domestic","0.30%","74,000.00","Consumer Discretionary","Household Durables","Homebuilding","$155M (Micro)"
"VREX","Varex Imaging Corp","Domestic","3.13%","29.24","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$863M (Micro)"
"VASO","Vaso Corp","Domestic","32.86%","5.27","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$37M (Micro)"
"VGR","Vector Group Ltd","Domestic","15.26%","12.22","Consumer Staples","Tobacco","Tobacco","$2B (Micro)"
"VECO","Veeco Instruments Inc","Domestic","5.98%","26.00","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Equipment","$1B (Micro)"
"VRTV","Veritiv Corp","Domestic","21.92%","5.92","Industrials","Trading Companies & Distributors","Trading Companies & Distributors","$2B (Micro)"
"RBOT","Vicarious Surgical Inc","Domestic","23.16%","11.31","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$443M (Micro)"
"SCLX","Vickers Vantage Corp I","Domestic","1.46%","35.69","Health Care","Pharmaceuticals","Pharmaceuticals","$641M (Micro)"
"NIHK","Video River Networks Inc","Domestic","52.11%","1.53","Information Technology","Communications Equipment","Communications Equipment","$5M (Micro)"
"VLGEA","Village Super Market Inc","Domestic","3.57%","15.88","Consumer Staples","Food & Staples Retailing","Food Retail","$313M (Micro)"
"VTSI","VirTra Inc","Domestic","1.33%","89.70","Industrials","Aerospace & Defense","Aerospace & Defense","$52M (Micro)"
"VPG","Vishay Precision Group Inc","Domestic","8.52%","16.94","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments","$557M (Micro)"
"VSTO","Vista Outdoor Inc","Domestic","20.43%","3.49","Consumer Discretionary","Leisure Products","Leisure Products","$2B (Micro)"
"COCO","Vita Coco Company Inc","Domestic","5.12%","83.64","Consumer Staples","Beverages","Soft Drinks","$592M (Micro)"
"SEAT","Vivid Seats Inc","Domestic","13.04%","16.83","Consumer Discretionary","Internet & Direct Marketing Retail","Internet & Direct Marketing Retail","$1B (Micro)"
"VOC","VOC Energy Trust","Domestic","119.10%","8.06","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$152M (Micro)"
"VSEC","VSE Corp","Domestic","3.86%","21.95","Industrials","Commercial Services & Supplies","Diversified Support Services","$642M (Micro)"
"WTI","W&T Offshore Inc","Domestic","23.98%","4.43","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$1B (Micro)"
"WNC","Wabash National Corp","Domestic","5.23%","27.54","Industrials","Machinery","Construction Machinery & Heavy Trucks","$1B (Micro)"
"HCC","Warrior Met Coal Inc","Domestic","45.61%","2.69","Materials","Metals & Mining","Steel","$2B (Micro)"
"WEBC","Webco Industries Inc","Domestic","19.22%","2.76","Materials","Metals & Mining","Steel","$141M (Micro)"
"WSTL","Westell Technologies Inc","Domestic","18.51%","2.70","Information Technology","Communications Equipment","Communications Equipment","$14M (Micro)"
"WCRS","Western Capital Resources Inc","Domestic","15.11%","4.14","Consumer Discretionary","Specialty Retail","Specialty Stores","$43M (Micro)"
"WLKP","Westlake Chemical Partners LP","Domestic","55.54%","10.30","Materials","Chemicals","Commodity Chemicals","$792M (Micro)"
"WEYS","WEYCO Group Inc","Domestic","12.28%","8.33","Consumer Discretionary","Distributors","Distributors","$246M (Micro)"
"WFCF","Where Food Comes From Inc","Domestic","13.86%","38.21","Industrials","Professional Services","Research & Consulting Services","$82M (Micro)"
"WSR","Whitestone REIT","Domestic","1.78%","26.37","Real Estate","Equity Real Estate Investment Trusts (REITs)","Retail REITs","$466M (Micro)"
"FREE","Whole Earth Brands Inc","Domestic","1.55%","11.82","Consumer Staples","Food Products","Packaged Foods & Meats","$154M (Micro)"
"WOW","WideOpenWest Inc","Domestic","0.47%","116.64","Communication Services","Media","Cable & Satellite","$934M (Micro)"
"WHLM","Wilhelmina International Inc","Domestic","14.15%","5.50","Industrials","Commercial Services & Supplies","Diversified Support Services","$20M (Micro)"
"WELX","Winland Holdings Corp","Domestic","2.15%","144.38","Information Technology","Electronic Equipment, Instruments & Components","Electronic Equipment & Instruments","$9M (Micro)"
"WINA","Winmark Corp","Domestic","123.24%","21.91","Consumer Discretionary","Specialty Retail","Specialty Stores","$844M (Micro)"
"WGO","Winnebago Industries Inc","Domestic","22.01%","4.94","Consumer Discretionary","Automobiles","Automobile Manufacturers","$2B (Micro)"
"MAPS","WM Technology Inc","Domestic","18.77%","2.66","Information Technology","Software","Application Software","$158M (Micro)"
"WWW","Wolverine World Wide Inc","Domestic","8.62%","5.83","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Footwear","$898M (Micro)"
"INT","World Fuel Services Corp","Domestic","3.54%","16.37","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Refining & Marketing","$2B (Micro)"
"XNCR","Xencor Inc","Domestic","4.28%","61.65","Health Care","Biotechnology","Biotechnology","$2B (Micro)"
"XOMA","XOMA Corp","Domestic","14.14%","62.32","Health Care","Biotechnology","Biotechnology","$252M (Micro)"
"XPEL","Xpel Inc","Domestic","31.91%","46.39","Consumer Discretionary","Auto Components","Auto Parts & Equipment","$2B (Micro)"
"YELP","Yelp Inc","Domestic","4.48%","55.86","Communication Services","Interactive Media & Services","Interactive Media & Services","$2B (Micro)"
"ZDGE","Zedge Inc","Domestic","21.79%","4.47","Communication Services","Interactive Media & Services","Interactive Media & Services","$33M (Micro)"
"ZIP","Ziprecruiter Inc","Domestic","13.86%","36.89","Communication Services","Interactive Media & Services","Interactive Media & Services","$2B (Micro)"
"ZUMZ","Zumiez Inc","Domestic","10.19%","7.86","Consumer Discretionary","Specialty Retail","Apparel Retail","$473M (Micro)"
"ZYXI","Zynex Inc","Domestic","21.00%","29.30","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$514M (Micro)"
